FID,pkey,omraade,lovlige_p_pl_kl_12,optalte_pladser_kl_12,belaegnings_pct_kl_12,lovlige_p_pl_kl_17,optalte_pladser_kl_17,belaegnings_pct_kl_17,lovlige_p_pl_kl_22,optalte_pladser_kl_22,belaegnings_pct_kl_22,mdr_aar,kategori,link,wkb_geometry
parkeringstaelling_i_zoner.729,729,39,705,420,60,708,553,78,708,613,87,20189,,https://kk.sites.itera.dk/apps/kk_trafik/pdf/wRHxOvTYuT.pdf,"MULTIPOLYGON (((12.610861925281473 55.66341491629831, 12.61039269343593 55.663141183195954, 12.610237019089462 55.6629781666192, 12.60887753296035 55.6624086183175, 12.607301595188668 55.661520458209566, 12.607488024538688 55.661434440189474, 12.60587551654317 55.660644984993134, 12.60526957272423 55.66038202814047, 12.604517407065783 55.659735104981536, 12.603888590468218 55.65911604989273, 12.603041609754118 55.65821480380442, 12.603876742511545 55.65789923664908, 12.604043402167319 55.657837709446035, 12.604796979616324 55.657508758026296, 12.60540830649658 55.657251774563356, 12.605436589070145 55.657246568133885, 12.607052618626101 55.65804640432295, 12.607537105504646 55.658201100143245, 12.607786303420458 55.65828172910277, 12.607949440118006 55.6581462977115, 12.60854763186053 55.65830150150394, 12.608723610318549 55.658398161288694, 12.608921399706663 55.65850989244397, 12.609182575887658 55.658726047276055, 12.609448196792739 55.658944676056734, 12.60956466375827 55.659040053618945, 12.610228329766331 55.65960324819659, 12.610329076138262 55.65969205492351, 12.610687651329098 55.659821035385725, 12.610918636879221 55.6599089573525, 12.611159869979858 55.65997230392305, 12.611855660135108 55.660146541790986, 12.612188320947867 55.66023155450234, 12.612870647172777 55.66037174273468, 12.61382966410458 55.66056884387154, 12.61356898868588 55.66091913646381, 12.613409369210393 55.661134890422815, 12.613122539015674 55.66152028747676, 12.612911821187657 55.66180242293607, 12.611875677113723 55.66319552757965, 12.611642473230084 55.66316768435793, 12.61137828461547 55.66313469681226, 12.611174609373014 55.663109513110165, 12.6109726388879 55.663297950792355, 12.610861925281473 55.66341491629831)))"
parkeringstaelling_i_zoner.730,730,39,705,415,59,708,566,80,708,614,87,20183,,http://kk.sites.itera.dk/apps/kk_trafik/pdf/dhSMxkhD7l.pdf,"MULTIPOLYGON (((12.610861925281473 55.66341491629831, 12.61039269343593 55.663141183195954, 12.610237019089462 55.6629781666192, 12.60887753296035 55.6624086183175, 12.607301595188668 55.661520458209566, 12.607488024538688 55.661434440189474, 12.60587551654317 55.660644984993134, 12.60526957272423 55.66038202814047, 12.604517407065783 55.659735104981536, 12.603888590468218 55.65911604989273, 12.603041609754118 55.65821480380442, 12.603876742511545 55.65789923664908, 12.604043402167319 55.657837709446035, 12.604796979616324 55.657508758026296, 12.60540830649658 55.657251774563356, 12.605436589070145 55.657246568133885, 12.607052618626101 55.65804640432295, 12.607537105504646 55.658201100143245, 12.607786303420458 55.65828172910277, 12.607949440118006 55.6581462977115, 12.60854763186053 55.65830150150394, 12.608723610318549 55.658398161288694, 12.608921399706663 55.65850989244397, 12.609182575887658 55.658726047276055, 12.609448196792739 55.658944676056734, 12.60956466375827 55.659040053618945, 12.610228329766331 55.65960324819659, 12.610329076138262 55.65969205492351, 12.610687651329098 55.659821035385725, 12.610918636879221 55.6599089573525, 12.611159869979858 55.65997230392305, 12.611855660135108 55.660146541790986, 12.612188320947867 55.66023155450234, 12.612870647172777 55.66037174273468, 12.61382966410458 55.66056884387154, 12.61356898868588 55.66091913646381, 12.613409369210393 55.661134890422815, 12.613122539015674 55.66152028747676, 12.612911821187657 55.66180242293607, 12.611875677113723 55.66319552757965, 12.611642473230084 55.66316768435793, 12.61137828461547 55.66313469681226, 12.611174609373014 55.663109513110165, 12.6109726388879 55.663297950792355, 12.610861925281473 55.66341491629831)))"
parkeringstaelling_i_zoner.731,731,39,708,407,57,711,535,75,711,607,85,20179,,http://kk.sites.itera.dk/apps/kk_trafik/pdf/yQXnJ21kbF.pdf,"MULTIPOLYGON (((12.610861925281473 55.66341491629831, 12.61039269343593 55.663141183195954, 12.610237019089462 55.6629781666192, 12.60887753296035 55.6624086183175, 12.607301595188668 55.661520458209566, 12.607488024538688 55.661434440189474, 12.60587551654317 55.660644984993134, 12.60526957272423 55.66038202814047, 12.604517407065783 55.659735104981536, 12.603888590468218 55.65911604989273, 12.603041609754118 55.65821480380442, 12.603876742511545 55.65789923664908, 12.604043402167319 55.657837709446035, 12.604796979616324 55.657508758026296, 12.60540830649658 55.657251774563356, 12.605436589070145 55.657246568133885, 12.607052618626101 55.65804640432295, 12.607537105504646 55.658201100143245, 12.607786303420458 55.65828172910277, 12.607949440118006 55.6581462977115, 12.60854763186053 55.65830150150394, 12.608723610318549 55.658398161288694, 12.608921399706663 55.65850989244397, 12.609182575887658 55.658726047276055, 12.609448196792739 55.658944676056734, 12.60956466375827 55.659040053618945, 12.610228329766331 55.65960324819659, 12.610329076138262 55.65969205492351, 12.610687651329098 55.659821035385725, 12.610918636879221 55.6599089573525, 12.611159869979858 55.65997230392305, 12.611855660135108 55.660146541790986, 12.612188320947867 55.66023155450234, 12.612870647172777 55.66037174273468, 12.61382966410458 55.66056884387154, 12.61356898868588 55.66091913646381, 12.613409369210393 55.661134890422815, 12.613122539015674 55.66152028747676, 12.612911821187657 55.66180242293607, 12.611875677113723 55.66319552757965, 12.611642473230084 55.66316768435793, 12.61137828461547 55.66313469681226, 12.611174609373014 55.663109513110165, 12.6109726388879 55.663297950792355, 12.610861925281473 55.66341491629831)))"
parkeringstaelling_i_zoner.809,809,43,902,747,83,838,731,87,902,746,83,20169,,http://kk.sites.itera.dk/apps/kk_trafik/pdf/KBRla53q6o.pdf,"MULTIPOLYGON (((12.55351324359004 55.7114548745637, 12.555407963270843 55.71165849414673, 12.555472692922036 55.710453381236526, 12.556205398187146 55.70936230281355, 12.55683997715902 55.70816693572106, 12.556885412731301 55.7078739024518, 12.557053582919664 55.707309065408886, 12.557576247795998 55.70567579122686, 12.557938077182042 55.70446289472752, 12.558209882356419 55.70368027532945, 12.558805226289788 55.70346932015618, 12.558891788984507 55.70348351913989, 12.562203403470807 55.706410895607526, 12.563330285088751 55.706642830917055, 12.561450055936298 55.70992632013019, 12.560699109470017 55.711090929356594, 12.560007125300922 55.71260833118288, 12.560029866369602 55.71350065682801, 12.560358664589264 55.71357973732961, 12.560358664589264 55.71357973732961, 12.560201652137419 55.71405131011614, 12.559687840218984 55.71567156255078, 12.558520203469408 55.71484499812427, 12.556651758524643 55.713531974816554, 12.55472457504029 55.71228650805791, 12.55351324359004 55.7114548745637)))"
parkeringstaelling_i_zoner.732,732,39,707,399,56,710,517,73,710,580,82,20173,,http://kk.sites.itera.dk/apps/kk_trafik/pdf/fiMXTvwAPS.pdf,"MULTIPOLYGON (((12.610861925281473 55.66341491629831, 12.61039269343593 55.663141183195954, 12.610237019089462 55.6629781666192, 12.60887753296035 55.6624086183175, 12.607301595188668 55.661520458209566, 12.607488024538688 55.661434440189474, 12.60587551654317 55.660644984993134, 12.60526957272423 55.66038202814047, 12.604517407065783 55.659735104981536, 12.603888590468218 55.65911604989273, 12.603041609754118 55.65821480380442, 12.603876742511545 55.65789923664908, 12.604043402167319 55.657837709446035, 12.604796979616324 55.657508758026296, 12.60540830649658 55.657251774563356, 12.605436589070145 55.657246568133885, 12.607052618626101 55.65804640432295, 12.607537105504646 55.658201100143245, 12.607786303420458 55.65828172910277, 12.607949440118006 55.6581462977115, 12.60854763186053 55.65830150150394, 12.608723610318549 55.658398161288694, 12.608921399706663 55.65850989244397, 12.609182575887658 55.658726047276055, 12.609448196792739 55.658944676056734, 12.60956466375827 55.659040053618945, 12.610228329766331 55.65960324819659, 12.610329076138262 55.65969205492351, 12.610687651329098 55.659821035385725, 12.610918636879221 55.6599089573525, 12.611159869979858 55.65997230392305, 12.611855660135108 55.660146541790986, 12.612188320947867 55.66023155450234, 12.612870647172777 55.66037174273468, 12.61382966410458 55.66056884387154, 12.61356898868588 55.66091913646381, 12.613409369210393 55.661134890422815, 12.613122539015674 55.66152028747676, 12.612911821187657 55.66180242293607, 12.611875677113723 55.66319552757965, 12.611642473230084 55.66316768435793, 12.61137828461547 55.66313469681226, 12.611174609373014 55.663109513110165, 12.6109726388879 55.663297950792355, 12.610861925281473 55.66341491629831)))"
parkeringstaelling_i_zoner.733,733,39,707,373,53,710,490,69,710,574,81,20169,,http://kk.sites.itera.dk/apps/kk_trafik/pdf/ZPRH5uONne.pdf,"MULTIPOLYGON (((12.610861925281473 55.66341491629831, 12.61039269343593 55.663141183195954, 12.610237019089462 55.6629781666192, 12.60887753296035 55.6624086183175, 12.607301595188668 55.661520458209566, 12.607488024538688 55.661434440189474, 12.60587551654317 55.660644984993134, 12.60526957272423 55.66038202814047, 12.604517407065783 55.659735104981536, 12.603888590468218 55.65911604989273, 12.603041609754118 55.65821480380442, 12.603876742511545 55.65789923664908, 12.604043402167319 55.657837709446035, 12.604796979616324 55.657508758026296, 12.60540830649658 55.657251774563356, 12.605436589070145 55.657246568133885, 12.607052618626101 55.65804640432295, 12.607537105504646 55.658201100143245, 12.607786303420458 55.65828172910277, 12.607949440118006 55.6581462977115, 12.60854763186053 55.65830150150394, 12.608723610318549 55.658398161288694, 12.608921399706663 55.65850989244397, 12.609182575887658 55.658726047276055, 12.609448196792739 55.658944676056734, 12.60956466375827 55.659040053618945, 12.610228329766331 55.65960324819659, 12.610329076138262 55.65969205492351, 12.610687651329098 55.659821035385725, 12.610918636879221 55.6599089573525, 12.611159869979858 55.65997230392305, 12.611855660135108 55.660146541790986, 12.612188320947867 55.66023155450234, 12.612870647172777 55.66037174273468, 12.61382966410458 55.66056884387154, 12.61356898868588 55.66091913646381, 12.613409369210393 55.661134890422815, 12.613122539015674 55.66152028747676, 12.612911821187657 55.66180242293607, 12.611875677113723 55.66319552757965, 12.611642473230084 55.66316768435793, 12.61137828461547 55.66313469681226, 12.611174609373014 55.663109513110165, 12.6109726388879 55.663297950792355, 12.610861925281473 55.66341491629831)))"
parkeringstaelling_i_zoner.734,734,39,708,330,47,711,432,61,711,548,77,20163,,http://kk.sites.itera.dk/apps/kk_trafik/pdf/78lgK2uig5.pdf,"MULTIPOLYGON (((12.610861925281473 55.66341491629831, 12.61039269343593 55.663141183195954, 12.610237019089462 55.6629781666192, 12.60887753296035 55.6624086183175, 12.607301595188668 55.661520458209566, 12.607488024538688 55.661434440189474, 12.60587551654317 55.660644984993134, 12.60526957272423 55.66038202814047, 12.604517407065783 55.659735104981536, 12.603888590468218 55.65911604989273, 12.603041609754118 55.65821480380442, 12.603876742511545 55.65789923664908, 12.604043402167319 55.657837709446035, 12.604796979616324 55.657508758026296, 12.60540830649658 55.657251774563356, 12.605436589070145 55.657246568133885, 12.607052618626101 55.65804640432295, 12.607537105504646 55.658201100143245, 12.607786303420458 55.65828172910277, 12.607949440118006 55.6581462977115, 12.60854763186053 55.65830150150394, 12.608723610318549 55.658398161288694, 12.608921399706663 55.65850989244397, 12.609182575887658 55.658726047276055, 12.609448196792739 55.658944676056734, 12.60956466375827 55.659040053618945, 12.610228329766331 55.65960324819659, 12.610329076138262 55.65969205492351, 12.610687651329098 55.659821035385725, 12.610918636879221 55.6599089573525, 12.611159869979858 55.65997230392305, 12.611855660135108 55.660146541790986, 12.612188320947867 55.66023155450234, 12.612870647172777 55.66037174273468, 12.61382966410458 55.66056884387154, 12.61356898868588 55.66091913646381, 12.613409369210393 55.661134890422815, 12.613122539015674 55.66152028747676, 12.612911821187657 55.66180242293607, 12.611875677113723 55.66319552757965, 12.611642473230084 55.66316768435793, 12.61137828461547 55.66313469681226, 12.611174609373014 55.663109513110165, 12.6109726388879 55.663297950792355, 12.610861925281473 55.66341491629831)))"
parkeringstaelling_i_zoner.735,735,39,707,357,50,707,420,59,710,519,73,20159,,http://kk.sites.itera.dk/apps/kk_trafik/pdf/hmSa1Gg5C1.pdf,"MULTIPOLYGON (((12.610861925281473 55.66341491629831, 12.61039269343593 55.663141183195954, 12.610237019089462 55.6629781666192, 12.60887753296035 55.6624086183175, 12.607301595188668 55.661520458209566, 12.607488024538688 55.661434440189474, 12.60587551654317 55.660644984993134, 12.60526957272423 55.66038202814047, 12.604517407065783 55.659735104981536, 12.603888590468218 55.65911604989273, 12.603041609754118 55.65821480380442, 12.603876742511545 55.65789923664908, 12.604043402167319 55.657837709446035, 12.604796979616324 55.657508758026296, 12.60540830649658 55.657251774563356, 12.605436589070145 55.657246568133885, 12.607052618626101 55.65804640432295, 12.607537105504646 55.658201100143245, 12.607786303420458 55.65828172910277, 12.607949440118006 55.6581462977115, 12.60854763186053 55.65830150150394, 12.608723610318549 55.658398161288694, 12.608921399706663 55.65850989244397, 12.609182575887658 55.658726047276055, 12.609448196792739 55.658944676056734, 12.60956466375827 55.659040053618945, 12.610228329766331 55.65960324819659, 12.610329076138262 55.65969205492351, 12.610687651329098 55.659821035385725, 12.610918636879221 55.6599089573525, 12.611159869979858 55.65997230392305, 12.611855660135108 55.660146541790986, 12.612188320947867 55.66023155450234, 12.612870647172777 55.66037174273468, 12.61382966410458 55.66056884387154, 12.61356898868588 55.66091913646381, 12.613409369210393 55.661134890422815, 12.613122539015674 55.66152028747676, 12.612911821187657 55.66180242293607, 12.611875677113723 55.66319552757965, 12.611642473230084 55.66316768435793, 12.61137828461547 55.66313469681226, 12.611174609373014 55.663109513110165, 12.6109726388879 55.663297950792355, 12.610861925281473 55.66341491629831)))"
parkeringstaelling_i_zoner.736,736,39,688,336,49,691,464,67,691,548,79,20153,,http://kk.sites.itera.dk/apps/kk_trafik/pdf/ocIZGPD0Xf.pdf,"MULTIPOLYGON (((12.610861925281473 55.66341491629831, 12.61039269343593 55.663141183195954, 12.610237019089462 55.6629781666192, 12.60887753296035 55.6624086183175, 12.607301595188668 55.661520458209566, 12.607488024538688 55.661434440189474, 12.60587551654317 55.660644984993134, 12.60526957272423 55.66038202814047, 12.604517407065783 55.659735104981536, 12.603888590468218 55.65911604989273, 12.603041609754118 55.65821480380442, 12.603876742511545 55.65789923664908, 12.604043402167319 55.657837709446035, 12.604796979616324 55.657508758026296, 12.60540830649658 55.657251774563356, 12.605436589070145 55.657246568133885, 12.607052618626101 55.65804640432295, 12.607537105504646 55.658201100143245, 12.607786303420458 55.65828172910277, 12.607949440118006 55.6581462977115, 12.60854763186053 55.65830150150394, 12.608723610318549 55.658398161288694, 12.608921399706663 55.65850989244397, 12.609182575887658 55.658726047276055, 12.609448196792739 55.658944676056734, 12.60956466375827 55.659040053618945, 12.610228329766331 55.65960324819659, 12.610329076138262 55.65969205492351, 12.610687651329098 55.659821035385725, 12.610918636879221 55.6599089573525, 12.611159869979858 55.65997230392305, 12.611855660135108 55.660146541790986, 12.612188320947867 55.66023155450234, 12.612870647172777 55.66037174273468, 12.61382966410458 55.66056884387154, 12.61356898868588 55.66091913646381, 12.613409369210393 55.661134890422815, 12.613122539015674 55.66152028747676, 12.612911821187657 55.66180242293607, 12.611875677113723 55.66319552757965, 12.611642473230084 55.66316768435793, 12.61137828461547 55.66313469681226, 12.611174609373014 55.663109513110165, 12.6109726388879 55.663297950792355, 12.610861925281473 55.66341491629831)))"
parkeringstaelling_i_zoner.737,737,39,710,302,43,713,423,59,713,511,72,20149,,http://kk.sites.itera.dk/apps/kk_trafik/pdf/6AW3Cya5ms.pdf,"MULTIPOLYGON (((12.610861925281473 55.66341491629831, 12.61039269343593 55.663141183195954, 12.610237019089462 55.6629781666192, 12.60887753296035 55.6624086183175, 12.607301595188668 55.661520458209566, 12.607488024538688 55.661434440189474, 12.60587551654317 55.660644984993134, 12.60526957272423 55.66038202814047, 12.604517407065783 55.659735104981536, 12.603888590468218 55.65911604989273, 12.603041609754118 55.65821480380442, 12.603876742511545 55.65789923664908, 12.604043402167319 55.657837709446035, 12.604796979616324 55.657508758026296, 12.60540830649658 55.657251774563356, 12.605436589070145 55.657246568133885, 12.607052618626101 55.65804640432295, 12.607537105504646 55.658201100143245, 12.607786303420458 55.65828172910277, 12.607949440118006 55.6581462977115, 12.60854763186053 55.65830150150394, 12.608723610318549 55.658398161288694, 12.608921399706663 55.65850989244397, 12.609182575887658 55.658726047276055, 12.609448196792739 55.658944676056734, 12.60956466375827 55.659040053618945, 12.610228329766331 55.65960324819659, 12.610329076138262 55.65969205492351, 12.610687651329098 55.659821035385725, 12.610918636879221 55.6599089573525, 12.611159869979858 55.65997230392305, 12.611855660135108 55.660146541790986, 12.612188320947867 55.66023155450234, 12.612870647172777 55.66037174273468, 12.61382966410458 55.66056884387154, 12.61356898868588 55.66091913646381, 12.613409369210393 55.661134890422815, 12.613122539015674 55.66152028747676, 12.612911821187657 55.66180242293607, 12.611875677113723 55.66319552757965, 12.611642473230084 55.66316768435793, 12.61137828461547 55.66313469681226, 12.611174609373014 55.663109513110165, 12.6109726388879 55.663297950792355, 12.610861925281473 55.66341491629831)))"
parkeringstaelling_i_zoner.738,738,39,710,335,47,713,449,63,713,527,74,20143,,http://kk.sites.itera.dk/apps/kk_trafik/pdf/0L50GnBqr6.pdf,"MULTIPOLYGON (((12.610861925281473 55.66341491629831, 12.61039269343593 55.663141183195954, 12.610237019089462 55.6629781666192, 12.60887753296035 55.6624086183175, 12.607301595188668 55.661520458209566, 12.607488024538688 55.661434440189474, 12.60587551654317 55.660644984993134, 12.60526957272423 55.66038202814047, 12.604517407065783 55.659735104981536, 12.603888590468218 55.65911604989273, 12.603041609754118 55.65821480380442, 12.603876742511545 55.65789923664908, 12.604043402167319 55.657837709446035, 12.604796979616324 55.657508758026296, 12.60540830649658 55.657251774563356, 12.605436589070145 55.657246568133885, 12.607052618626101 55.65804640432295, 12.607537105504646 55.658201100143245, 12.607786303420458 55.65828172910277, 12.607949440118006 55.6581462977115, 12.60854763186053 55.65830150150394, 12.608723610318549 55.658398161288694, 12.608921399706663 55.65850989244397, 12.609182575887658 55.658726047276055, 12.609448196792739 55.658944676056734, 12.60956466375827 55.659040053618945, 12.610228329766331 55.65960324819659, 12.610329076138262 55.65969205492351, 12.610687651329098 55.659821035385725, 12.610918636879221 55.6599089573525, 12.611159869979858 55.65997230392305, 12.611855660135108 55.660146541790986, 12.612188320947867 55.66023155450234, 12.612870647172777 55.66037174273468, 12.61382966410458 55.66056884387154, 12.61356898868588 55.66091913646381, 12.613409369210393 55.661134890422815, 12.613122539015674 55.66152028747676, 12.612911821187657 55.66180242293607, 12.611875677113723 55.66319552757965, 12.611642473230084 55.66316768435793, 12.61137828461547 55.66313469681226, 12.611174609373014 55.663109513110165, 12.6109726388879 55.663297950792355, 12.610861925281473 55.66341491629831)))"
parkeringstaelling_i_zoner.739,739,39,710,335,47,713,425,60,713,472,66,20139,,http://kk.sites.itera.dk/apps/kk_trafik/pdf/sX8vHpAq8C.pdf,"MULTIPOLYGON (((12.610861925281473 55.66341491629831, 12.61039269343593 55.663141183195954, 12.610237019089462 55.6629781666192, 12.60887753296035 55.6624086183175, 12.607301595188668 55.661520458209566, 12.607488024538688 55.661434440189474, 12.60587551654317 55.660644984993134, 12.60526957272423 55.66038202814047, 12.604517407065783 55.659735104981536, 12.603888590468218 55.65911604989273, 12.603041609754118 55.65821480380442, 12.603876742511545 55.65789923664908, 12.604043402167319 55.657837709446035, 12.604796979616324 55.657508758026296, 12.60540830649658 55.657251774563356, 12.605436589070145 55.657246568133885, 12.607052618626101 55.65804640432295, 12.607537105504646 55.658201100143245, 12.607786303420458 55.65828172910277, 12.607949440118006 55.6581462977115, 12.60854763186053 55.65830150150394, 12.608723610318549 55.658398161288694, 12.608921399706663 55.65850989244397, 12.609182575887658 55.658726047276055, 12.609448196792739 55.658944676056734, 12.60956466375827 55.659040053618945, 12.610228329766331 55.65960324819659, 12.610329076138262 55.65969205492351, 12.610687651329098 55.659821035385725, 12.610918636879221 55.6599089573525, 12.611159869979858 55.65997230392305, 12.611855660135108 55.660146541790986, 12.612188320947867 55.66023155450234, 12.612870647172777 55.66037174273468, 12.61382966410458 55.66056884387154, 12.61356898868588 55.66091913646381, 12.613409369210393 55.661134890422815, 12.613122539015674 55.66152028747676, 12.612911821187657 55.66180242293607, 12.611875677113723 55.66319552757965, 12.611642473230084 55.66316768435793, 12.61137828461547 55.66313469681226, 12.611174609373014 55.663109513110165, 12.6109726388879 55.663297950792355, 12.610861925281473 55.66341491629831)))"
parkeringstaelling_i_zoner.810,810,43,902,696,77,821,694,85,902,744,82,20163,,http://kk.sites.itera.dk/apps/kk_trafik/pdf/ys1DeuwNhI.pdf,"MULTIPOLYGON (((12.55351324359004 55.7114548745637, 12.555407963270843 55.71165849414673, 12.555472692922036 55.710453381236526, 12.556205398187146 55.70936230281355, 12.55683997715902 55.70816693572106, 12.556885412731301 55.7078739024518, 12.557053582919664 55.707309065408886, 12.557576247795998 55.70567579122686, 12.557938077182042 55.70446289472752, 12.558209882356419 55.70368027532945, 12.558805226289788 55.70346932015618, 12.558891788984507 55.70348351913989, 12.562203403470807 55.706410895607526, 12.563330285088751 55.706642830917055, 12.561450055936298 55.70992632013019, 12.560699109470017 55.711090929356594, 12.560007125300922 55.71260833118288, 12.560029866369602 55.71350065682801, 12.560358664589264 55.71357973732961, 12.560358664589264 55.71357973732961, 12.560201652137419 55.71405131011614, 12.559687840218984 55.71567156255078, 12.558520203469408 55.71484499812427, 12.556651758524643 55.713531974816554, 12.55472457504029 55.71228650805791, 12.55351324359004 55.7114548745637)))"
parkeringstaelling_i_zoner.740,740,39,710,340,47.88999939,713,427,59.88999939,713,475,66.62000275,20133,,http://kk.sites.itera.dk/apps/kk_trafik/pdf/CvNsEY91FL.pdf,"MULTIPOLYGON (((12.610861925281473 55.66341491629831, 12.61039269343593 55.663141183195954, 12.610237019089462 55.6629781666192, 12.60887753296035 55.6624086183175, 12.607301595188668 55.661520458209566, 12.607488024538688 55.661434440189474, 12.60587551654317 55.660644984993134, 12.60526957272423 55.66038202814047, 12.604517407065783 55.659735104981536, 12.603888590468218 55.65911604989273, 12.603041609754118 55.65821480380442, 12.603876742511545 55.65789923664908, 12.604043402167319 55.657837709446035, 12.604796979616324 55.657508758026296, 12.60540830649658 55.657251774563356, 12.605436589070145 55.657246568133885, 12.607052618626101 55.65804640432295, 12.607537105504646 55.658201100143245, 12.607786303420458 55.65828172910277, 12.607949440118006 55.6581462977115, 12.60854763186053 55.65830150150394, 12.608723610318549 55.658398161288694, 12.608921399706663 55.65850989244397, 12.609182575887658 55.658726047276055, 12.609448196792739 55.658944676056734, 12.60956466375827 55.659040053618945, 12.610228329766331 55.65960324819659, 12.610329076138262 55.65969205492351, 12.610687651329098 55.659821035385725, 12.610918636879221 55.6599089573525, 12.611159869979858 55.65997230392305, 12.611855660135108 55.660146541790986, 12.612188320947867 55.66023155450234, 12.612870647172777 55.66037174273468, 12.61382966410458 55.66056884387154, 12.61356898868588 55.66091913646381, 12.613409369210393 55.661134890422815, 12.613122539015674 55.66152028747676, 12.612911821187657 55.66180242293607, 12.611875677113723 55.66319552757965, 12.611642473230084 55.66316768435793, 12.61137828461547 55.66313469681226, 12.611174609373014 55.663109513110165, 12.6109726388879 55.663297950792355, 12.610861925281473 55.66341491629831)))"
parkeringstaelling_i_zoner.741,741,39,735,345,46.93999863,738,436,59.08000183,738,478,64.76999664,20129,,http://kk.sites.itera.dk/apps/kk_trafik/pdf/uqDOjf6w83.pdf,"MULTIPOLYGON (((12.610861925281473 55.66341491629831, 12.61039269343593 55.663141183195954, 12.610237019089462 55.6629781666192, 12.60887753296035 55.6624086183175, 12.607301595188668 55.661520458209566, 12.607488024538688 55.661434440189474, 12.60587551654317 55.660644984993134, 12.60526957272423 55.66038202814047, 12.604517407065783 55.659735104981536, 12.603888590468218 55.65911604989273, 12.603041609754118 55.65821480380442, 12.603876742511545 55.65789923664908, 12.604043402167319 55.657837709446035, 12.604796979616324 55.657508758026296, 12.60540830649658 55.657251774563356, 12.605436589070145 55.657246568133885, 12.607052618626101 55.65804640432295, 12.607537105504646 55.658201100143245, 12.607786303420458 55.65828172910277, 12.607949440118006 55.6581462977115, 12.60854763186053 55.65830150150394, 12.608723610318549 55.658398161288694, 12.608921399706663 55.65850989244397, 12.609182575887658 55.658726047276055, 12.609448196792739 55.658944676056734, 12.60956466375827 55.659040053618945, 12.610228329766331 55.65960324819659, 12.610329076138262 55.65969205492351, 12.610687651329098 55.659821035385725, 12.610918636879221 55.6599089573525, 12.611159869979858 55.65997230392305, 12.611855660135108 55.660146541790986, 12.612188320947867 55.66023155450234, 12.612870647172777 55.66037174273468, 12.61382966410458 55.66056884387154, 12.61356898868588 55.66091913646381, 12.613409369210393 55.661134890422815, 12.613122539015674 55.66152028747676, 12.612911821187657 55.66180242293607, 12.611875677113723 55.66319552757965, 12.611642473230084 55.66316768435793, 12.61137828461547 55.66313469681226, 12.611174609373014 55.663109513110165, 12.6109726388879 55.663297950792355, 12.610861925281473 55.66341491629831)))"
parkeringstaelling_i_zoner.742,742,39,675,304,45.04000092,675,423,62.66999817,675,467,69.19000244,20123,,http://kk.sites.itera.dk/apps/kk_trafik/pdf/SUXyDXQmUb.pdf,"MULTIPOLYGON (((12.610861925281473 55.66341491629831, 12.61039269343593 55.663141183195954, 12.610237019089462 55.6629781666192, 12.60887753296035 55.6624086183175, 12.607301595188668 55.661520458209566, 12.607488024538688 55.661434440189474, 12.60587551654317 55.660644984993134, 12.60526957272423 55.66038202814047, 12.604517407065783 55.659735104981536, 12.603888590468218 55.65911604989273, 12.603041609754118 55.65821480380442, 12.603876742511545 55.65789923664908, 12.604043402167319 55.657837709446035, 12.604796979616324 55.657508758026296, 12.60540830649658 55.657251774563356, 12.605436589070145 55.657246568133885, 12.607052618626101 55.65804640432295, 12.607537105504646 55.658201100143245, 12.607786303420458 55.65828172910277, 12.607949440118006 55.6581462977115, 12.60854763186053 55.65830150150394, 12.608723610318549 55.658398161288694, 12.608921399706663 55.65850989244397, 12.609182575887658 55.658726047276055, 12.609448196792739 55.658944676056734, 12.60956466375827 55.659040053618945, 12.610228329766331 55.65960324819659, 12.610329076138262 55.65969205492351, 12.610687651329098 55.659821035385725, 12.610918636879221 55.6599089573525, 12.611159869979858 55.65997230392305, 12.611855660135108 55.660146541790986, 12.612188320947867 55.66023155450234, 12.612870647172777 55.66037174273468, 12.61382966410458 55.66056884387154, 12.61356898868588 55.66091913646381, 12.613409369210393 55.661134890422815, 12.613122539015674 55.66152028747676, 12.612911821187657 55.66180242293607, 12.611875677113723 55.66319552757965, 12.611642473230084 55.66316768435793, 12.61137828461547 55.66313469681226, 12.611174609373014 55.663109513110165, 12.6109726388879 55.663297950792355, 12.610861925281473 55.66341491629831)))"
